date,borough,complaints_total,unique_complaints,topk_ABANDONED_VEHICLE_cnt,topk_BLOCKED_DRIVEWAY_cnt,topk_HEAT_HOT_WATER_cnt,topk_ILLEGAL_PARKING_cnt,topk_NOISE___RESIDENTIAL_cnt,topk_NOISE___STREET_SIDEWALK_cnt,topk_OTHER_cnt,topk_STREET_CONDITION_cnt,topk_UNSANITARY_CONDITION_cnt,temp_mean,temp_max,temp_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_mean,wind_gust_mean,cloud_cover_mean,census_income_borough_median,census_population_borough_sum,airbnb_listing_count,airbnb_price_mean,airbnb_price_median,airbnb_rating_mean,airbnb_total_reviews,airbnb_entire_home_pct,airbnb_per_1000_people_borough,day_of_week,is_weekend,month,temp_mean_lag1,temp_mean_ma7,precipitation_sum_lag1,precipitation_sum_ma7,complaints_total_ma7,log_complaints_total,event_day
2024-02-14,BROOKLYN,2566,2566,49,161,374,507,191,20,1124,49,91,-1.9666666666666668,0.3,-4.3,0.0,0.0,0.0,19.683333333333334,33.62083333333333,13.083333333333334,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,2,0.7083333333333334,3.630952380952381,27.7,3.985714285714285,2530.1428571428573,7.85049318087114,1
2024-02-15,BROOKLYN,2549,2549,38,158,337,491,177,18,1159,84,87,-0.9,2.8,-5.4,0.2,0.0,0.14,13.595833333333331,25.225,39.79166666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,2,-1.9666666666666668,3.168452380952381,0.0,4.014285714285714,2472.8571428571427,7.843848638152472,0
2024-02-16,BROOKLYN,2808,2808,65,187,317,598,203,35,1245,43,115,1.2583333333333333,5.1,-2.0,0.1,0.0,0.07,19.091666666666665,33.2625,32.458333333333336,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,2,-0.9,2.597619047619048,0.2,4.0285714285714285,2503.1428571428573,7.940583827104244,0
2024-02-17,BROOKLYN,2003,2003,25,203,318,290,295,21,783,19,49,-1.1458333333333333,2.2,-5.2,5.8,0.1,3.99,11.979166666666666,20.775,55.333333333333336,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,2,1.2583333333333333,1.2267857142857144,0.1,4.842857142857143,2470.5714285714284,7.602900462204755,0
2024-02-18,BROOKLYN,2184,2184,41,199,311,354,292,40,884,20,43,-1.8,4.9,-6.3,0.0,0.0,0.0,16.458333333333332,28.3375,0.9166666666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,2,-1.1458333333333333,0.0059523809523809,5.8,4.842857142857143,2456.5714285714284,7.68937110752969,0
2024-02-19,BROOKLYN,2375,2375,34,184,309,411,271,26,1034,48,58,-0.4041666666666667,4.1,-4.1,0.0,0.0,0.0,12.833333333333334,22.95833333333333,0.2916666666666667,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,2,-1.8,-0.6071428571428571,0.0,4.828571428571428,2396.428571428572,7.773173680482536,0
2024-02-20,BROOKLYN,2575,2575,51,157,421,386,188,30,1174,44,124,-2.7291666666666665,2.3,-6.4,0.0,0.0,0.0,8.9125,17.154166666666665,5.375,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,2,-0.4041666666666667,-1.0982142857142858,0.0,0.8714285714285713,2437.1428571428573,7.853993087224244,0
2024-02-21,BROOKLYN,2714,2714,51,164,333,494,175,25,1301,62,109,-1.0541666666666667,4.6,-5.6,0.0,0.0,0.0,9.6125,16.983333333333334,65.79166666666667,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,2,-2.7291666666666665,-0.9678571428571427,0.0,0.8714285714285713,2458.285714285714,7.906547232368036,0
2024-02-22,BROOKLYN,2666,2666,77,179,260,484,202,13,1280,65,106,1.225,6.8,-5.1,0.4,0.4,0.0,10.4,19.625,71.29166666666667,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,2,-1.0541666666666667,-0.6642857142857144,0.0,0.9,2475.0,7.888709524182015,0
2024-02-23,BROOKLYN,2535,2535,57,162,166,535,208,42,1214,41,110,4.466666666666667,8.2,1.4,3.0,3.0,0.0,7.8,14.641666666666666,99.875,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,2,1.225,-0.2059523809523809,0.4,1.3142857142857145,2436.0,7.8383433155571165,0
2024-02-24,BROOKLYN,2070,2070,32,157,239,466,269,40,800,22,45,2.0375,5.6,-3.9,0.0,0.0,0.0,17.1375,29.75,47.708333333333336,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,2,4.466666666666667,0.2488095238095237,3.0,0.4857142857142857,2445.5714285714284,7.635786861395585,0
2024-02-25,BROOKLYN,2085,2085,37,154,289,452,274,32,775,34,38,-2.120833333333333,4.1,-7.3,0.0,0.0,0.0,9.045833333333333,18.445833333333333,11.541666666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,2,2.0375,0.2029761904761904,0.0,0.4857142857142857,2431.428571428572,7.643003635560718,0
2024-02-26,BROOKLYN,2798,2798,85,165,212,572,173,32,1377,83,99,3.516666666666667,11.4,-2.2,2.9,0.5,1.6800000000000002,10.4875,19.28333333333333,68.58333333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,2,-2.120833333333333,0.7630952380952382,0.0,0.9,2491.8571428571427,7.937017489515453,0
2024-02-27,BROOKLYN,2897,2897,81,199,179,598,186,28,1411,91,124,8.025,13.9,-0.1,4.0,4.0,0.0,14.583333333333334,25.2,79.5,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,2,3.516666666666667,2.299404761904761,2.9,1.4714285714285715,2537.8571428571427,7.971776122880628,0
2024-02-28,BROOKLYN,2631,2631,83,194,188,503,171,20,1283,87,102,13.466666666666669,17.1,6.7,15.6,15.6,0.0,22.60833333333333,38.96666666666667,100.0,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,2,8.025,4.373809523809524,4.0,3.7,2526.0,7.875499292445208,0
2024-02-29,BROOKLYN,2718,2718,89,192,295,471,170,20,1320,58,103,0.65,4.9,-2.8,0.0,0.0,0.0,19.925,36.04583333333333,23.33333333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,2,13.466666666666669,4.291666666666666,15.6,3.642857142857143,2533.428571428572,7.908019444632471,0
2024-03-01,BROOKLYN,2756,2756,72,174,253,541,240,32,1306,50,88,0.9666666666666668,5.9,-4.4,0.0,0.0,0.0,10.645833333333334,20.125,37.833333333333336,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,3,0.65,3.791666666666667,0.0,3.2142857142857144,2565.0,7.921898411023797,0
2024-03-02,BROOKLYN,2148,2148,43,156,201,404,279,33,933,45,54,6.908333333333334,10.1,2.2,28.1,28.1,0.0,11.766666666666666,19.83333333333333,100.0,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,3,0.9666666666666668,4.4875,0.0,7.228571428571429,2576.1428571428573,7.67275789664251,0
2024-03-03,BROOKLYN,2375,2375,58,165,96,498,307,112,1024,72,43,11.545833333333334,18.7,5.9,0.0,0.0,0.0,10.954166666666666,20.508333333333333,16.916666666666668,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,3,6.908333333333334,6.439880952380953,28.1,7.228571428571429,2617.5714285714284,7.773173680482536,0
2024-03-04,BROOKLYN,3042,3042,83,205,170,596,207,49,1530,85,117,8.029166666666667,14.4,3.7,0.0,0.0,0.0,11.754166666666668,21.5875,56.04166666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,3,11.545833333333334,7.08452380952381,0.0,6.814285714285715,2652.428571428572,8.02059914989697,0
2024-03-05,BROOKLYN,2543,2543,57,199,194,477,171,20,1287,52,86,6.595833333333334,8.4,5.2,20.3,20.3,0.0,12.491666666666667,22.870833333333334,95.08333333333331,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,3,8.029166666666667,6.880357142857143,0.0,9.142857142857142,2601.8571428571427,7.841492924460013,0
2024-03-06,BROOKLYN,2846,2846,74,198,171,514,147,21,1510,96,115,7.225,9.8,3.7,34.0,34.0,0.0,10.016666666666667,19.325,99.66666666666669,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,3,6.595833333333334,5.988690476190477,20.3,11.771428571428572,2632.5714285714284,7.954021087278037,0
2024-03-07,BROOKLYN,2821,2821,97,171,158,550,203,27,1422,91,102,9.558333333333334,12.6,4.9,2.7,2.7,0.0,21.675,37.275,86.41666666666667,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,3,7.225,7.2613095238095235,34.0,12.157142857142857,2647.285714285714,7.945201132412759,0
2024-03-08,BROOKLYN,2631,2631,59,164,190,490,226,57,1282,68,95,5.9875,12.4,0.8,0.0,0.0,0.0,12.3625,23.954166666666666,66.25,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,3,9.558333333333334,7.978571428571429,2.7,12.157142857142857,2629.428571428572,7.875499292445208,0
2024-03-09,BROOKLYN,2291,2291,33,165,229,415,310,30,1015,20,74,5.441666666666666,8.1,3.8,43.5,43.5,0.0,20.016666666666666,37.22916666666666,100.0,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,3,5.9875,7.769047619047619,0.0,14.357142857142858,2649.8571428571427,7.73718007783463,0
2024-03-10,BROOKLYN,2239,2239,47,176,173,422,335,40,926,65,55,6.995833333333334,10.9,1.9,6.1000000000000005,6.1000000000000005,0.0,22.191666666666663,39.37083333333333,74.25,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,3,5.441666666666666,7.11904761904762,43.5,15.228571428571428,2630.428571428572,7.714231144849085,0
2024-03-11,BROOKLYN,3158,3158,55,205,298,528,190,27,1644,84,127,5.175,10.1,1.0,0.0,0.0,0.0,30.02083333333333,52.34166666666667,28.541666666666668,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,3,6.995833333333334,6.711309523809524,6.1000000000000005,15.228571428571428,2647.0,8.058010800802085,0
2024-03-12,BROOKLYN,3058,3058,99,196,181,528,225,71,1520,100,138,9.254166666666666,17.5,2.5,0.0,0.0,0.0,15.129166666666668,26.33333333333333,30.416666666666668,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,3,5.175,7.091071428571429,0.0,12.328571428571427,2720.5714285714284,8.025843344150903,0
2024-03-13,BROOKLYN,3005,3005,84,203,133,578,198,61,1535,106,107,8.8375,15.4,2.5,0.0,0.0,0.0,8.941666666666666,16.566666666666666,47.41666666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,3,9.254166666666666,7.321428571428571,0.0,7.471428571428572,2743.285714285714,8.00836557031292,0
2024-03-14,BROOKLYN,2881,2881,62,164,105,630,201,89,1469,73,88,11.729166666666666,21.2,4.0,0.0,0.0,0.0,8.049999999999999,15.004166666666665,60.16666666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,3,8.8375,7.631547619047618,0.0,7.085714285714286,2751.8571428571427,7.966239776559467,0
2024-03-15,BROOKLYN,2699,2699,79,210,85,537,240,82,1335,58,73,14.845833333333331,21.6,7.9,0.8,0.8,0.0,15.0125,27.2125,95.375,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,3,11.729166666666666,8.89702380952381,0.0,7.2,2761.5714285714284,7.90100705199242,0
2024-03-16,BROOKLYN,2151,2151,89,170,50,492,358,97,850,32,13,9.3125,14.4,4.8,0.1,0.1,0.0,10.575,20.58333333333333,35.041666666666664,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,3,14.845833333333331,9.45,0.8,1.0000000000000002,2741.5714285714284,7.674152921281675,0
2024-03-17,BROOKLYN,2199,2199,43,137,68,526,349,118,880,51,27,10.916666666666666,15.8,7.2,0.4,0.4,0.0,17.908333333333335,31.55,61.79166666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,3,9.3125,10.010119047619046,0.1,0.1857142857142857,2735.8571428571427,7.696212639346407,1
2024-03-18,BROOKLYN,2472,2472,75,190,154,551,223,28,1113,73,65,6.429166666666667,9.2,1.9,0.0,0.0,0.0,16.166666666666668,28.9,72.79166666666667,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,3,10.916666666666666,10.189285714285717,0.4,0.1857142857142857,2637.8571428571427,7.813187267521416,0
2024-03-19,BROOKLYN,3457,3457,96,197,493,526,206,27,1617,63,232,3.545833333333333,7.5,0.2,0.5,0.3,0.14,18.03333333333333,32.86666666666667,65.375,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,3,6.429166666666667,9.373809523809523,0.0,0.2571428571428572,2694.8571428571427,8.148445666243235,0
2024-03-20,BROOKLYN,2810,2810,96,157,207,565,196,28,1395,74,92,5.866666666666667,11.9,0.4,2.8,2.8,0.0,15.425,28.254166666666663,59.5,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,3,3.545833333333333,8.949404761904761,0.5,0.6571428571428571,2667.0,7.941295570906532,0
2024-03-21,BROOKLYN,2870,2870,79,179,358,574,177,22,1294,86,101,0.6916666666666668,5.6,-3.7,0.0,0.0,0.0,19.2125,34.74166666666667,16.333333333333332,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,3,5.866666666666667,7.372619047619048,2.8,0.6571428571428571,2665.428571428572,7.962415680121063,0
2024-03-22,BROOKLYN,2745,2745,66,182,285,552,240,29,1258,48,85,1.1166666666666667,5.7,-5.2,0.0,0.0,0.0,10.404166666666669,21.33333333333333,35.625,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,3,0.6916666666666668,5.411309523809524,0.0,0.5428571428571428,2672.0,7.917900586327916,0
2024-03-23,BROOKLYN,2218,2218,47,137,200,358,301,40,1031,46,58,5.6125,10.0,0.3,63.6,63.6,0.0,18.525,32.704166666666666,93.41666666666669,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,3,1.1166666666666667,4.882738095238095,0.0,9.614285714285714,2681.5714285714284,7.704811922932594,0
2024-03-24,BROOKLYN,2531,2531,49,168,287,508,380,126,922,42,49,2.6416666666666666,8.6,-2.4,0.0,0.0,0.0,18.425,34.27916666666667,0.0416666666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,3,5.6125,3.7005952380952394,63.6,9.55714285714286,2729.0,7.836764783264067,0
2024-03-25,BROOKLYN,2804,2804,76,215,227,585,197,68,1278,45,113,4.158333333333333,10.2,-1.5,0.0,0.0,0.0,15.329166666666666,27.495833333333334,0.0,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,3,2.6416666666666666,3.376190476190476,0.0,9.55714285714286,2776.428571428572,7.9391588179567965,0
2024-03-26,BROOKLYN,2983,2983,135,177,219,611,172,45,1471,54,99,5.7125,9.9,0.1,0.0,0.0,0.0,12.433333333333332,23.67083333333333,78.45833333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,3,4.158333333333333,3.685714285714286,0.0,9.485714285714286,2708.714285714286,8.001019961323651,0
2024-03-27,BROOKLYN,2711,2711,74,163,180,517,186,42,1387,77,85,7.529166666666666,10.9,4.8,1.0,1.0,0.0,4.795833333333333,11.804166666666667,99.875,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,3,5.7125,3.923214285714285,0.0,9.228571428571428,2694.5714285714284,7.905441649060286,0
2024-03-28,BROOKLYN,2207,2207,40,153,149,427,189,20,1116,48,65,8.375,10.7,5.5,21.4,21.4,0.0,10.670833333333334,19.42083333333333,100.0,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,3,7.529166666666666,5.020833333333333,1.0,12.285714285714286,2599.8571428571427,7.699842407396986,0
2024-03-29,BROOKLYN,2446,2446,67,161,199,477,211,42,1172,48,69,7.354166666666667,12.6,3.6,0.1,0.1,0.0,25.52083333333333,44.425,42.125,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,3,8.375,5.911904761904762,21.4,12.3,2557.1428571428573,7.802618063442671,0
2024-03-30,BROOKLYN,2307,2307,89,154,158,483,366,67,899,40,51,8.325000000000001,14.6,2.4,0.1,0.1,0.0,18.65833333333333,33.9,77.08333333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,3,7.354166666666667,6.2994047619047615,0.1,3.228571428571428,2569.8571428571427,7.744136627627991,0
2024-03-31,BROOKLYN,2253,2253,47,175,120,437,358,133,912,32,39,10.379166666666666,16.2,4.5,0.2,0.2,0.0,13.366666666666667,24.6875,72.45833333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,3,8.325000000000001,7.404761904761905,0.1,3.2571428571428567,2530.1428571428573,7.720461694599722,1
2024-04-01,BROOKLYN,2793,2793,103,166,192,551,225,44,1346,70,96,8.554166666666667,12.6,5.5,3.3,3.3,0.0,6.3875,12.9625,91.91666666666669,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,4,10.379166666666666,8.032738095238095,0.2,3.728571428571428,2528.5714285714284,7.935229539816907,0
2024-04-02,BROOKLYN,2689,2689,92,166,217,494,168,25,1355,70,102,7.225,8.4,6.2,19.0,19.0,0.0,13.904166666666669,23.616666666666664,99.75,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,4,8.554166666666667,8.248809523809523,3.3,6.442857142857142,2486.5714285714284,7.897296472595885,0
2024-04-03,BROOKLYN,2823,2823,73,166,289,420,166,14,1513,51,131,5.6875,6.9,4.4,28.5,28.5,0.0,28.67083333333333,49.2875,100.0,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,4,7.225,7.985714285714287,19.0,10.37142857142857,2502.5714285714284,7.945909598613133,0
2024-04-04,BROOKLYN,2933,2933,68,181,188,595,172,32,1538,54,105,5.575,9.2,2.2,6.2,6.2,0.0,18.266666666666666,34.375,92.04166666666669,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,4,5.6875,7.585714285714287,28.5,8.2,2606.285714285714,7.984121958702927,0
2024-04-05,BROOKLYN,2720,2720,78,199,162,575,212,42,1341,54,57,5.479166666666667,9.6,1.6,0.0,0.0,0.0,18.854166666666668,33.175000000000004,51.5,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,4,5.575,7.317857142857143,6.2,8.185714285714285,2645.428571428572,7.908754738783246,0
2024-04-06,BROOKLYN,2184,2184,72,169,118,451,266,52,978,36,42,6.883333333333333,11.5,3.1,0.2,0.2,0.0,18.975,33.362500000000004,74.45833333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,4,5.479166666666667,7.111904761904762,0.0,8.2,2627.8571428571427,7.68937110752969,0
2024-04-07,BROOKLYN,2327,2327,65,181,119,501,264,65,1028,56,48,7.125,14.3,1.5,0.1,0.1,0.0,14.483333333333334,25.541666666666668,34.208333333333336,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,4,6.883333333333333,6.64702380952381,0.2,8.185714285714287,2638.428571428572,7.752764808851328,0
2024-04-08,BROOKLYN,2724,2724,80,196,94,478,179,97,1433,62,105,9.058333333333334,18.0,0.9,1.0,1.0,0.0,8.137500000000001,15.6875,60.208333333333336,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,4,7.125,6.719047619047619,0.1,7.857142857142857,2628.5714285714284,7.910223707097344,0
2024-04-09,BROOKLYN,2886,2886,91,189,92,515,194,90,1551,73,91,14.320833333333333,24.0,4.9,0.0,0.0,0.0,8.779166666666667,17.349999999999998,81.20833333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,4,9.058333333333334,7.732738095238095,1.0,5.142857142857143,2656.714285714286,7.967973179662935,0
2024-04-10,BROOKLYN,3062,3062,82,185,99,586,205,86,1634,76,109,12.1125,15.9,8.2,0.6,0.6,0.0,9.970833333333331,19.120833333333334,92.375,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,4,14.320833333333333,8.650595238095239,0.0,1.157142857142857,2690.8571428571427,8.027150106832774,0
2024-04-11,BROOKLYN,2139,2139,78,199,0,570,186,39,986,81,0,12.595833333333331,17.1,9.3,6.6,6.6,0.0,17.741666666666667,31.84166666666667,100.0,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,4,12.1125,9.653571428571428,0.6,1.2142857142857142,2577.428571428572,7.668561108015897,0
2024-04-12,BROOKLYN,2266,2266,72,188,0,514,169,79,1199,45,0,15.508333333333333,19.6,12.1,14.8,14.8,0.0,28.491666666666664,51.2625,61.25,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,4,12.595833333333331,11.086309523809522,6.6,3.3285714285714287,2512.5714285714284,7.726212650507529,0
2024-04-13,BROOKLYN,1978,1978,74,141,0,425,293,71,942,32,0,9.491666666666667,11.4,7.7,2.0,2.0,0.0,26.625,44.8125,67.91666666666667,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,4,15.508333333333333,11.458928571428572,14.8,3.585714285714286,2483.1428571428573,7.590346945602565,0
2024-04-14,BROOKLYN,2355,2355,72,173,0,475,397,147,1061,30,0,14.5125,22.2,5.9,0.9,0.9,0.0,18.6625,32.87083333333333,75.5,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,4,9.491666666666667,12.514285714285716,2.0,3.7,2487.1428571428573,7.764720544771477,0
2024-04-15,BROOKLYN,4796,4796,85,196,624,599,244,160,2401,89,398,18.03333333333333,24.8,10.4,0.0,0.0,0.0,13.95,25.929166666666664,25.20833333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,4,14.5125,13.796428571428573,0.9,3.557142857142857,2783.1428571428573,8.475746001502063,0
2024-04-16,BROOKLYN,3251,3251,138,192,89,572,185,109,1753,78,135,14.166666666666666,20.5,6.9,0.0,0.0,0.0,11.166666666666666,20.841666666666665,1.2916666666666667,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,4,18.03333333333333,13.774404761904762,0.0,3.557142857142857,2835.285714285714,8.087025470667701,0
2024-04-17,BROOKLYN,2832,2832,106,164,92,539,198,70,1479,63,121,10.6375,15.6,7.4,3.3,3.3,0.0,13.545833333333334,24.116666666666664,77.58333333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,4,14.166666666666666,13.563690476190477,0.0,3.942857142857143,2802.428571428572,7.949091499830517,0
2024-04-18,BROOKLYN,2736,2736,44,162,200,515,194,36,1419,61,105,8.445833333333333,9.4,5.6,5.9,5.9,0.0,17.875,32.020833333333336,88.25,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,3,0,4,10.6375,12.970833333333331,3.3,3.8428571428571434,2887.714285714286,7.914617709040679,0
2024-04-19,BROOKLYN,3018,3018,84,176,180,700,217,49,1456,52,104,8.695833333333333,13.2,4.1,0.0,0.0,0.0,11.945833333333333,23.1625,79.20833333333333,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,4,0,4,8.445833333333333,11.997619047619043,5.9,1.7285714285714284,2995.1428571428573,8.012680929706839,0
2024-04-20,BROOKLYN,2162,2162,70,147,92,414,334,101,924,26,54,12.825,20.1,7.1,2.3,2.3,0.0,14.570833333333333,27.35833333333333,53.66666666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,5,1,4,8.695833333333333,12.473809523809525,0.0,1.7714285714285711,3021.428571428572,7.679251425953058,0
2024-04-21,BROOKLYN,2320,2320,58,143,158,557,339,58,924,40,43,7.579166666666667,12.1,2.1,0.0,0.0,0.0,13.025,24.320833333333336,76.16666666666667,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,6,1,4,12.825,11.483333333333333,2.3,1.6428571428571428,3016.428571428572,7.749753406274437,0
2024-04-22,BROOKLYN,2936,2936,60,124,191,533,194,71,1583,59,121,8.674999999999999,15.0,2.1,0.0,0.0,0.0,11.166666666666666,21.704166666666666,10.666666666666666,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,0,0,4,7.579166666666667,10.146428571428572,0.0,1.6428571428571428,2750.714285714286,7.98514393119862,0
2024-04-23,BROOKLYN,2515,2515,47,113,168,498,180,42,1297,60,110,9.4375,14.8,2.2,0.0,0.0,0.0,15.516666666666666,27.9875,26.916666666666668,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,1,0,4,8.674999999999999,9.470833333333331,0.0,1.6428571428571428,2645.5714285714284,7.830425617820331,0
2024-04-24,BROOKLYN,2669,2669,73,124,128,529,192,45,1387,71,120,13.520833333333334,21.4,8.6,1.6,1.6,0.0,14.716666666666669,27.6875,51.125,58257.0,2589974,7717,161.16560839704547,125.0,4.773833949476279,376741,0.535052481534275,2.979566590243763,2,0,4,9.4375,9.882738095238096,0.0,1.4,2622.285714285714,7.889833751394295,0
